Driver,Team,BrakingDistance,LapNumber
LAW,Racing Bulls,127.736388888889,43.0
LAW,Racing Bulls,127.16222222222223,44.0
LAW,Racing Bulls,136.1111111111111,45.0
LAW,Racing Bulls,132.30249999999978,46.0
LAW,Racing Bulls,118.59999999999991,47.0
LAW,Racing Bulls,144.29749999999945,48.0
LAW,Racing Bulls,133.75555555555547,49.0
COL,Alpine,155.47527777777805,5.0
COL,Alpine,138.01194444444423,6.0
COL,Alpine,137.27138888888885,7.0
COL,Alpine,129.6577777777777,8.0
COL,Alpine,135.67083333333335,9.0
COL,Alpine,121.1533333333332,10.0
COL,Alpine,152.4958333333334,11.0
COL,Alpine,110.41444444444437,12.0
COL,Alpine,125.3661111111112,13.0
COL,Alpine,138.75555555555547,14.0
COL,Alpine,131.0666666666666,17.0
COL,Alpine,111.32249999999999,18.0
COL,Alpine,114.16666666666629,19.0
COL,Alpine,114.34666666666635,20.0
COL,Alpine,117.47833333333347,21.0
COL,Alpine,120.73333333333335,22.0
COL,Alpine,144.5999999999999,23.0
COL,Alpine,129.50333333333333,24.0
COL,Alpine,128.0111111111114,27.0
COL,Alpine,117.47472222222223,28.0
COL,Alpine,128.95472222222202,29.0
COL,Alpine,107.42222222222199,30.0
COL,Alpine,109.90111111111082,31.0
COL,Alpine,125.04111111111092,32.0
COL,Alpine,118.37777777777796,33.0
COL,Alpine,120.73888888888905,34.0
COL,Alpine,107.42888888888865,35.0
COL,Alpine,118.85555555555584,36.0
COL,Alpine,120.10972222222222,37.0
COL,Alpine,98.82916666666642,38.0
COL,Alpine,104.1550000000002,39.0
COL,Alpine,145.2677777777776,40.0
COL,Alpine,119.81472222222237,41.0
COL,Alpine,120.31111111111136,42.0
COL,Alpine,131.76861111111134,43.0
COL,Alpine,110.13555555555536,44.0
COL,Alpine,125.56666666666729,45.0
COL,Alpine,115.34277777777766,46.0
COL,Alpine,115.10000000000036,47.0
COL,Alpine,99.11749999999984,48.0
COL,Alpine,99.9444444444448,49.0
ALB,Williams,183.96222222222195,4.0
ALB,Williams,153.288888888889,5.0
ALB,Williams,149.98694444444436,6.0
ALB,Williams,150.03472222222217,7.0
ALB,Williams,140.086111111111,8.0
ALB,Williams,186.94166666666615,9.0
ALB,Williams,162.72333333333313,10.0
ALB,Williams,144.31111111111113,11.0
ALB,Williams,154.06944444444457,12.0
ALB,Williams,141.23333333333358,16.0
ALB,Williams,129.20527777777784,17.0
ALB,Williams,129.36944444444475,18.0
ALB,Williams,108.00000000000023,19.0
ALB,Williams,130.60444444444397,20.0
ALB,Williams,130.6111111111113,21.0
ALB,Williams,122.96305555555546,22.0
ALB,Williams,118.37194444444458,23.0
ALB,Williams,132.03583333333336,24.0
ALB,Williams,97.52222222222235,25.0
ALB,Williams,63.02222222222258,26.0
ALB,Williams,129.2444444444443,27.0
ALB,Williams,166.41138888888895,28.0
ALB,Williams,175.85416666666697,29.0
ALB,Williams,122.4666666666667,30.0
ALB,Williams,128.09138888888856,31.0
ALB,Williams,125.51222222222214,32.0
ALB,Williams,112.95916666666676,33.0
NOR,McLaren,147.42222222222244,5.0
NOR,McLaren,123.88916666666682,6.0
NOR,McLaren,119.83333333333371,7.0
NOR,McLaren,146.398611111111,8.0
NOR,McLaren,121.24027777777792,9.0
NOR,McLaren,132.85555555555516,10.0
NOR,McLaren,123.98666666666645,11.0
NOR,McLaren,125.38499999999954,12.0
NOR,McLaren,122.24444444444453,13.0
NOR,McLaren,123.58972222222224,14.0
NOR,McLaren,96.52388888888868,15.0
NOR,McLaren,138.7113888888889,17.0
NOR,McLaren,111.99249999999984,18.0
NOR,McLaren,96.21416666666664,19.0
NOR,McLaren,130.1444444444444,20.0
NOR,McLaren,131.3444444444449,21.0
NOR,McLaren,130.2222222222224,24.0
NOR,McLaren,94.37388888888881,25.0
NOR,McLaren,116.66166666666663,26.0
NOR,McLaren,101.94111111111124,27.0
NOR,McLaren,95.78888888888878,28.0
NOR,McLaren,112.04305555555561,29.0
NOR,McLaren,48.44444444444457,30.0
NOR,McLaren,106.48888888888905,31.0
NOR,McLaren,76.69777777777767,32.0
NOR,McLaren,111.53111111111116,33.0
NOR,McLaren,138.6611111111115,34.0
NOR,McLaren,90.68055555555588,35.0
NOR,McLaren,92.96277777777777,36.0
NOR,McLaren,118.25250000000005,37.0
NOR,McLaren,91.30972222222226,38.0
NOR,McLaren,86.15055555555546,39.0
NOR,McLaren,108.73166666666702,40.0
NOR,McLaren,87.87777777777751,41.0
NOR,McLaren,100.13722222222236,42.0
NOR,McLaren,113.4283333333326,43.0
NOR,McLaren,113.25055555555537,44.0
NOR,McLaren,99.98194444444448,45.0
NOR,McLaren,102.93944444444423,46.0
NOR,McLaren,126.76666666666642,47.0
NOR,McLaren,126.0333333333333,48.0
NOR,McLaren,114.06361111111141,49.0
NOR,McLaren,105.9802777777777,50.0
PIA,McLaren,150.4777777777781,4.0
PIA,McLaren,145.57555555555564,5.0
PIA,McLaren,146.37444444444486,6.0
PIA,McLaren,124.61555555555537,7.0
PIA,McLaren,137.14444444444462,8.0
PIA,McLaren,135.7099999999998,9.0
PIA,McLaren,132.41555555555533,10.0
PIA,McLaren,117.99916666666672,11.0
PIA,McLaren,164.86694444444424,12.0
PIA,McLaren,143.1777777777777,13.0
PIA,McLaren,151.98527777777758,14.0
PIA,McLaren,172.12388888888904,15.0
PIA,McLaren,127.56138888888859,17.0
PIA,McLaren,121.02083333333348,18.0
PIA,McLaren,133.78888888888878,19.0
PIA,McLaren,123.19444444444457,20.0
PIA,McLaren,162.30027777777786,23.0
PIA,McLaren,128.80305555555583,24.0
PIA,McLaren,135.68888888888864,25.0
PIA,McLaren,115.64444444444439,26.0
PIA,McLaren,118.75638888888898,27.0
PIA,McLaren,132.13333333333298,28.0
PIA,McLaren,111.73805555555555,29.0
PIA,McLaren,119.59999999999968,30.0
PIA,McLaren,109.56666666666683,31.0
PIA,McLaren,121.51805555555575,32.0
PIA,McLaren,119.00638888888852,33.0
PIA,McLaren,136.97638888888878,34.0
PIA,McLaren,126.67777777777792,35.0
PIA,McLaren,146.29333333333352,36.0
PIA,McLaren,141.4888888888886,37.0
PIA,McLaren,153.37638888888864,38.0
PIA,McLaren,132.66666666666652,39.0
PIA,McLaren,139.72222222222263,40.0
PIA,McLaren,116.86999999999966,41.0
PIA,McLaren,142.0888888888885,42.0
PIA,McLaren,136.13583333333327,43.0
PIA,McLaren,117.87777777777774,44.0
PIA,McLaren,127.68888888888932,45.0
PIA,McLaren,129.78888888888878,46.0
PIA,McLaren,121.34194444444415,47.0
PIA,McLaren,99.06638888888892,48.0
PIA,McLaren,136.51999999999998,49.0
PIA,McLaren,123.32138888888926,50.0
